Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,E,1140,3,0.25,0.2
Current,E,2550,6,0.2499,0.2
Current,E,3100,8,0.2375,0.2
Current,E,1000,6,0.24,0.2
Current,E,2300,2,0.23,0.2
Current,E,3020,4,0.266,0.2
Current,E,3100,3,0.28,0.2
Current,E,3000,4,0.29,0.2
Current,E,2000,2,0.29,0.2
Current,E,8500,6,0.2848,0.2
Current,E,3000,4,0.2,0.2
Current,E,2000,7,0.23,0.2
Current,HR,2500,3,0.22,0.2
Current,HR,2830,3,0.29,0.2
Current,HR,3000,3,0.29,0.2
Current,HR,2000,4,0.29,0.2
Current,HR,2550,7,0.2875,0.2
Current,HR,1500,5,0.2,0.2
Current,HR,1200,6,0.2075,0.2
Current,HR,1250,2,0.24,0.2
Current,HR,3001,1,0.29,0.2
Current,HR,1000,2,0.23,0.2
Current,HR,1300,4,0.29,0.2
Current,HR,1250,6,0.1775,0.2
Current,HR,1500,3,0.285,0.2
Current,HR,1000,5,0.2,0.2
Current,HR,5750,5,0.29,0.2
Current,HR,2200,4,0.29,0.2
Current,HR,9900,1,0.29,0.2
Current,HR,3500,2,0.25,0.2
Current,HR,4000,7,0.2475,0.2
Current,HR,3500,2,0.29,0.2
Current,HR,1000,2,0.2,0.2
Current,HR,2750,5,0.23,0.2
Current,HR,5000,1,0.29,0.2
Current,HR,4500,1,0.29,0.2
Current,HR,2550,1,0.29,0.2
Current,HR,1500,6,0.2875,0.2
Current,HR,1000,7,0.222,0.2
Current,HR,1750,1,0.29,0.2
Current,HR,2000,4,0.29,0.2
Current,HR,2550,1,0.29,0.2
Late,E,3000,7,0.2075,0.2
Late,E,3000,5,0.27,0.2
Late,HR,1200,6,0.2059,0.2
Late,HR,2800,5,0.23,0.2
Late,B,6000,7,0.1575,0.2
Late,E,4700,6,0.28,0.2
Late,E,7000,5,0.26,0.2
Late,E,1500,6,0.26,0.2
Late,HR,3000,4,0.29,0.2
Late,E,1300,7,0.25,0.2
Late,E,3000,10,0.22,0.2
Late,HR,3001,6,0.2875,0.2
Late,B,12000,9,0.22,0.2
Late,B,6000,7,0.145,0.2
Late,C,9000,3,0.23,0.2
Late,E,2200,3,0.2825,0.2
Late,E,6000,6,0.2875,0.2
Current,D,4000,8,0.2375,0.201
Late,D,4500,9,0.2375,0.202
Current,C,1000,10,0.1,0.203
Current,E,3000,8,0.23,0.203
Current,E,3000,8,0.22,0.203
Current,C,1800,8,0.1775,0.204
Late,C,6000,9,0.2095,0.204
Current,C,5000,9,0.19,0.205
Current,C,3500,11,0.11,0.205
Current,D,2000,9,0.2,0.205
Current,E,2550,9,0.345,0.205
Current,D,4000,8,0.2375,0.206
Current,C,4500,9,0.2,0.208
Current,A,4750,3,0.1035,0.21
Current,A,20000,6,0.138,0.21
Current,A,5000,6,0.1,0.21
Current,A,5400,7,0.105,0.21
Current,A,3500,8,0.1111,0.21
Current,A,25000,2,0.18,0.21
Current,A,15000,1,0.13,0.21
Current,A,2000,1,0.0829,0.21
Current,AA,2500,1,0.082,0.21
Current,AA,1000,1,0.082,0.21
Current,AA,25000,2,0.14,0.21
Current,AA,6000,3,0.15,0.21
Current,B,9000,7,0.1575,0.21
Current,B,7000,4,0.1086,0.21
Current,B,2900,5,0.135,0.21
Current,B,7500,6,0.15,0.21
Current,B,9500,4,0.1371,0.21
Current,B,2700,3,0.13,0.21
Current,B,6001,3,0.11,0.21
Current,B,15000,2,0.17,0.21
Current,C,10000,1,0.1344,0.21
Current,C,2000,1,0.12,0.21
Current,C,5000,1,0.17,0.21
Current,C,20000,1,0.1552,0.21
Current,C,10500,3,0.15,0.21
Current,C,4400,1,0.175,0.21
Current,C,5500,3,0.155,0.21
Current,C,3050,5,0.1545,0.21
Current,C,5050,4,0.135,0.21
Current,C,1850,4,0.133,0.21
Current,C,1200,3,0.15,0.21
Current,C,10000,5,0.26,0.21
Current,C,6800,4,0.23,0.21
Current,C,2300,5,0.2,0.21
Current,C,1000,4,0.1466,0.21
Current,C,5000,6,0.21,0.21
Current,C,3750,3,0.148,0.21
Current,D,3800,9,0.22,0.21
Current,D,5000,5,0.222,0.21
Current,D,25000,4,0.29,0.21
Current,D,3000,7,0.1575,0.21
Current,D,3000,7,0.23,0.21
Current,D,3000,5,0.2045,0.21
Current,D,1400,4,0.25,0.21
Current,D,5000,3,0.222,0.21
Current,D,3000,2,0.1865,0.21
Current,D,1750,6,0.16,0.21
Current,D,5000,1,0.21,0.21
Current,D,3000,1,0.138,0.21
Current,D,5000,1,0.1514,0.21
Current,D,1700,7,0.1725,0.21
Current,D,2550,1,0.2,0.21
Current,E,10000,1,0.22,0.21
Current,E,25000,3,0.24,0.21
Current,E,6000,1,0.2459,0.21
Current,E,5500,1,0.239,0.21
Current,E,2500,1,0.17,0.21
Current,E,1600,6,0.2208,0.21
Current,E,3500,1,0.2395,0.21
Current,E,3000,1,0.27,0.21
Current,E,3000,2,0.2295,0.21
Current,E,1000,2,0.28,0.21
Current,E,2000,2,0.28,0.21
Current,E,3000,3,0.29,0.21
Current,E,1000,7,0.2,0.21
Current,E,2500,1,0.2,0.21
Current,E,5200,6,0.2875,0.21
Current,E,2550,6,0.2675,0.21
Current,E,2000,7,0.1575,0.21
Current,E,1000,4,0.29,0.21
Current,E,3001,4,0.29,0.21
Current,E,2550,5,0.29,0.21
Current,E,1000,8,0.2875,0.21
Current,E,1000,9,0.235,0.21
Current,E,1000,1,0.137,0.21
Current,HR,3500,5,0.29,0.21
Current,HR,2000,2,0.29,0.21
Current,HR,2550,7,0.2449,0.21
Current,HR,1000,5,0.17,0.21
Current,HR,1000,3,0.17,0.21
Current,HR,2000,1,0.1795,0.21
Current,HR,1300,3,0.11,0.21
Current,HR,4000,1,0.29,0.21
Current,HR,1000,2,0.29,0.21
Current,HR,1500,7,0.187,0.21
Current,HR,1200,2,0.29,0.21
Current,HR,3500,2,0.29,0.21
Current,HR,10000,7,0.2375,0.21
Current,HR,2500,3,0.29,0.21
Default,D,2000,7,0.24,0.21
Late,D,2300,5,0.25,0.21
Late,HR,2800,6,0.2875,0.21
Current,A,7000,9,0.115,0.212
Current,D,3001,9,0.348,0.216
Current,A,5000,4,0.17,0.22
Current,A,8500,4,0.12,0.22
Current,A,20000,2,0.15,0.22
Current,A,1500,5,0.09,0.22
Current,AA,6300,1,0.0999,0.22
Current,AA,15000,2,0.125,0.22
Current,AA,6001,7,0.109,0.22
Current,AA,3500,7,0.0975,0.22
Current,AA,2800,8,0.1565,0.22
Current,AA,17000,3,0.1145,0.22
Current,B,4000,8,0.185,0.22
Current,B,8000,7,0.14,0.22
Current,B,10001,6,0.195,0.22
Current,B,5000,4,0.22,0.22
Current,B,10000,5,0.1308,0.22
Current,B,4400,4,0.1275,0.22
Current,B,10000,4,0.143,0.22
Current,B,2500,4,0.118,0.22
Current,B,10000,4,0.15,0.22
Current,B,6000,5,0.1225,0.22
Current,C,8000,1,0.14,0.22
Current,C,5000,1,0.17,0.22
Current,C,3000,1,0.1175,0.22
Current,C,15000,2,0.17,0.22
Current,C,10000,2,0.22,0.22
Current,C,3000,1,0.11,0.22
Current,C,2500,3,0.1389,0.22
Current,C,13000,5,0.197,0.22
Current,C,3480,5,0.2225,0.22
Current,C,2000,6,0.2,0.22
Current,C,18000,3,0.2,0.22
Current,C,7500,6,0.15,0.22
Current,C,10000,4,0.22,0.22
Current,C,12000,2,0.185,0.22
Current,C,1900,6,0.1385,0.22
Current,C,3000,6,0.1342,0.22
Current,C,3000,10,0.15,0.22
Current,C,5500,3,0.183,0.22
Current,C,10000,3,0.1925,0.22
Current,D,5000,6,0.28,0.22
Current,D,3500,7,0.28,0.22
Current,D,6000,6,0.2,0.22
Current,D,3000,5,0.246,0.22
Current,D,1700,3,0.15,0.22
Current,D,2200,5,0.1639,0.22
Current,D,6100,3,0.187,0.22
Current,D,3001,3,0.23,0.22
Current,D,4000,3,0.2,0.22
Current,D,5000,2,0.25,0.22
Current,D,6000,1,0.21,0.22
Current,D,1750,1,0.14,0.22
Current,D,25000,1,0.27,0.22
Current,E,1000,1,0.27,0.22
Current,E,5499,1,0.27,0.22
Current,E,6001,6,0.22,0.22
Current,E,9000,1,0.195,0.22
Current,E,8000,7,0.23,0.22
Current,E,3000,4,0.29,0.22
Current,E,3000,4,0.27,0.22
Current,E,3000,5,0.2,0.22
Current,E,2500,6,0.22,0.22
Current,E,3300,2,0.27,0.22
Current,E,1400,5,0.21,0.22
Current,E,1000,5,0.2,0.22
Current,E,2000,5,0.28,0.22
Current,E,1300,3,0.1795,0.22
Current,E,9000,3,0.29,0.22
Current,E,2600,5,0.15,0.22
Current,E,4000,4,0.25,0.22
Current,E,1000,6,0.1575,0.22
Current,E,6001,4,0.22,0.22
Current,E,10000,3,0.29,0.22
Current,E,3500,3,0.29,0.22
Current,HR,2000,1,0.3,0.22
Current,HR,3000,6,0.25,0.22
Current,HR,1000,4,0.29,0.22
Current,HR,3001,5,0.29,0.22
Current,HR,2999,4,0.17,0.22
Current,HR,1000,3,0.24,0.22
Current,HR,5000,3,0.19,0.22
Current,HR,2000,6,0.1575,0.22
Current,HR,1000,2,0.17,0.22
Current,HR,1500,6,0.25,0.22
Current,HR,1000,2,0.23,0.22
Current,HR,1000,1,0.17,0.22
Current,HR,2600,2,0.27,0.22
Current,HR,3500,1,0.24,0.22
Current,HR,2550,1,0.2625,0.22
Current,HR,1000,2,0.29,0.22
Current,HR,1350,1,0.29,0.22
Current,HR,7500,2,0.205,0.22
Current,HR,6000,1,0.1975,0.22
Current,HR,3550,1,0.29,0.22
Current,HR,3000,1,0.28,0.22
Late,HR,1000,8,0.2075,0.22
Current,D,3100,10,0.3,0.221
Current,D,5000,9,0.1775,0.222
Current,C,1000,10,0.0775,0.224
Current,A,6500,9,0.1492,0.227
Current,A,2550,4,0.1148,0.23
Current,A,12500,6,0.108,0.23
Current,A,13000,6,0.1471,0.23
Current,A,15200,4,0.13,0.23
Current,A,17900,3,0.1333,0.23
Current,A,5750,1,0.075,0.23
Current,AA,2550,1,0.08,0.23
Current,AA,1500,1,0.0875,0.23
Current,AA,5000,1,0.0895,0.23
Current,AA,3000,7,0.0987,0.23
Current,AA,7000,5,0.1015,0.23
Current,AA,2000,2,0.08,0.23
Current,AA,12500,3,0.1019,0.23
Current,AA,1000,5,0.15,0.23
Current,AA,25000,1,0.12,0.23
Current,B,5407,4,0.1208,0.23
Current,B,2500,3,0.16,0.23
Current,B,3000,9,0.12,0.23
Current,B,6000,1,0.1053,0.23
Current,B,25000,1,0.18,0.23
Current,B,5500,2,0.115,0.23
Current,B,10500,3,0.141,0.23
Current,B,5500,4,0.145,0.23
Current,B,3000,6,0.1135,0.23
Current,B,6001,6,0.2,0.23
Current,B,5000,7,0.1575,0.23
Current,B,12500,1,0.1405,0.23
Current,B,20000,2,0.17,0.23
Current,B,6200,1,0.1315,0.23
Current,C,2000,0,0.18,0.23
Current,C,4500,1,0.142,0.23
Current,C,2550,7,0.155,0.23
Current,C,6000,6,0.1575,0.23
Current,C,3000,2,0.17,0.23
Current,C,17127,3,0.17,0.23
Current,C,3000,6,0.16,0.23
Current,C,3000,5,0.15,0.23
Current,C,3001,8,0.17,0.23
Current,C,2000,5,0.1225,0.23
Current,C,16000,7,0.18,0.23
Current,C,15000,3,0.155,0.23
Current,C,10135,4,0.239,0.23
Current,C,4800,3,0.22,0.23
Current,C,5000,4,0.19,0.23
Current,C,2000,5,0.173,0.23
Current,C,25000,5,0.1595,0.23
Current,C,10000,7,0.19,0.23
Current,C,3500,2,0.15,0.23
Current,C,4500,2,0.143,0.23
Current,D,8000,3,0.2,0.23
Current,D,5800,3,0.24,0.23
Current,D,6001,6,0.2275,0.23
Current,D,10000,7,0.21,0.23
Current,D,10002,5,0.222,0.23
Current,D,9800,4,0.1871,0.23
Current,D,6001,2,0.23,0.23
Current,D,1500,1,0.185,0.23
Current,D,3500,1,0.22,0.23
Current,D,5000,4,0.29,0.23
Current,D,3000,8,0.1775,0.23
Current,D,10000,5,0.2325,0.23
Current,D,2000,4,0.17,0.23
Current,D,2900,2,0.215,0.23
Current,D,6000,2,0.1914,0.23
Current,D,3700,1,0.145,0.23
Current,D,5000,2,0.195,0.23
Current,D,3000,5,0.2689,0.23
Current,D,2550,2,0.19,0.23
Current,D,8500,1,0.1795,0.23
Current,D,1200,1,0.145,0.23
Current,D,3500,2,0.1845,0.23
Current,D,2000,3,0.2,0.23
Current,E,1350,3,0.194,0.23
Current,E,1000,2,0.29,0.23
Current,E,4500,3,0.22,0.23
Current,E,5000,3,0.28,0.23
Current,E,8000,3,0.25,0.23
Current,E,3000,3,0.29,0.23
Current,E,2550,1,0.2,0.23
Current,E,3250,7,0.243,0.23
Current,E,3500,6,0.1775,0.23
Current,E,9500,5,0.2725,0.23
Current,E,3000,6,0.28,0.23
Current,E,5000,3,0.26,0.23
Current,E,3800,1,0.29,0.23
Current,E,3000,3,0.1919,0.23
Current,E,3000,6,0.275,0.23
Current,E,2000,5,0.23,0.23
Current,E,20000,3,0.25,0.23
Current,E,1500,4,0.15,0.23
Current,E,1000,1,0.165,0.23
Current,HR,1000,7,0.2186,0.23
Current,HR,2950,1,0.2395,0.23
Current,HR,7000,7,0.28,0.23
Current,HR,2700,7,0.26,0.23
Current,HR,2550,8,0.2375,0.23
Current,HR,3000,6,0.2375,0.23
Current,HR,1500,1,0.09,0.23
Current,HR,1000,1,0.164,0.23
Current,HR,1100,2,0.27,0.23
Current,HR,1500,3,0.24,0.23
Current,HR,1000,2,0.2,0.23
Current,HR,1000,7,0.2525,0.23
Current,HR,1000,1,0.17,0.23
Current,HR,3000,1,0.27,0.23
Current,HR,3000,1,0.14,0.23
Current,HR,1640,6,0.2875,0.23
Late,E,3000,4,0.269,0.23
Late,E,2000,4,0.29,0.23
Late,HR,3031,6,0.285,0.23
Late,HR,3000,9,0.1775,0.23
Late,HR,1000,6,0.2875,0.23
Late,AA,25000,4,0.15,0.23
Current,HR,3001,8,0.23,0.231
Current,C,3500,10,0.1495,0.232
Current,E,3000,8,0.24,0.232
Late,C,12500,8,0.22,0.232
Current,C,5000,8,0.17,0.233
Current,D,3000,8,0.2375,0.233
Current,D,1000,11,0.11,0.233
Current,D,1100,10,0.1575,0.234
Current,AA,3000,10,0.0975,0.236
Current,A,3500,7,0.099,0.24
Current,A,9000,6,0.14,0.24
Current,A,5560,5,0.1121,0.24
Current,A,25000,4,0.16,0.24
Current,A,15000,6,0.1545,0.24
Current,A,10000,5,0.21,0.24
Current,A,4500,2,0.09,0.24
Current,A,10000,3,0.1393,0.24
Current,A,2000,1,0.0879,0.24
Current,AA,1000,1,0.07,0.24
Current,AA,10000,2,0.0945,0.24
Current,AA,10000,5,0.15,0.24
Current,AA,5200,5,0.17,0.24
Current,AA,25000,3,0.16,0.24
Current,AA,3150,4,0.15,0.24
Current,B,6500,6,0.15,0.24
Current,B,8000,4,0.18,0.24
Current,B,9000,5,0.1515,0.24
Current,B,5000,3,0.135,0.24
Current,B,5000,6,0.12,0.24
Current,B,2500,1,0.098,0.24
Current,B,10000,2,0.2,0.24
Current,B,3000,3,0.1269,0.24
Current,B,5600,1,0.124,0.24
Current,B,10000,1,0.139,0.24
Current,B,1500,1,0.0997,0.24
Current,C,3500,3,0.128,0.24
Current,C,2000,5,0.15,0.24
Current,C,2500,6,0.1775,0.24
Current,C,9900,1,0.175,0.24
Current,C,5000,7,0.17,0.24
Current,C,1000,8,0.2375,0.24
Current,C,5000,3,0.24,0.24
Current,D,8000,2,0.29,0.24
Current,D,3001,8,0.245,0.24
Current,D,1790,6,0.262,0.24
Current,D,1361,6,0.2875,0.24
Current,D,3005,4,0.27,0.24
Current,D,3000,5,0.24,0.24
Current,D,2100,4,0.17,0.24
Current,D,6500,0,0.1795,0.24
Current,D,2000,7,0.2875,0.24
Current,D,4000,4,0.27,0.24
Current,D,12500,1,0.2,0.24
Current,D,3000,4,0.22,0.24
Current,D,20000,3,0.27,0.24
Current,D,3500,2,0.2,0.24
Current,E,1000,1,0.11,0.24
Current,E,5500,1,0.29,0.24
Current,E,4500,1,0.273,0.24
Current,E,1000,1,0.1995,0.24
Current,E,1400,3,0.175,0.24
Current,E,2550,2,0.29,0.24
Current,E,3000,4,0.25,0.24
Current,E,2300,4,0.29,0.24
Current,E,4995,4,0.275,0.24
Current,E,3000,5,0.23,0.24
Current,E,2550,2,0.235,0.24
Current,E,3500,6,0.2475,0.24
Current,E,6001,6,0.2375,0.24
Current,E,2000,7,0.2875,0.24
Current,E,3050,1,0.29,0.24
Current,E,3300,8,0.2375,0.24
Current,E,1000,2,0.2253,0.24
Current,HR,1100,5,0.24,0.24
Current,HR,3000,4,0.2599,0.24
Current,HR,1800,5,0.28,0.24
Current,HR,6500,6,0.28,0.24
Current,HR,1000,2,0.18,0.24
Current,HR,6001,2,0.2,0.24
Current,HR,4250,0,0.2399,0.24
Current,HR,3000,3,0.285,0.24
Current,HR,3002,4,0.29,0.24
Current,HR,1200,2,0.22,0.24
Current,HR,2500,1,0.22,0.24
Current,HR,2000,1,0.26,0.24
Current,HR,1000,2,0.25,0.24
Current,HR,3000,1,0.15,0.24
Late,D,3000,7,0.26,0.24
Late,D,8000,7,0.2875,0.24
Late,E,2000,7,0.2375,0.24
Late,E,1000,6,0.21,0.24
Late,HR,1000,6,0.1175,0.24
Current,C,3001,8,0.145,0.241
Current,D,2300,9,0.21,0.243
Current,D,2550,9,0.2375,0.244
Current,D,2000,9,0.2375,0.245
Current,C,6600,9,0.215,0.246
Current,D,3500,8,0.2065,0.246
Current,D,2500,8,0.2375,0.246
Current,AA,15000,10,0.1195,0.249
Current,D,3000,8,0.2,0.249
Current,A,9000,4,0.115,0.25
Current,A,3000,4,0.1565,0.25
Current,A,7500,4,0.1119,0.25
Current,A,1000,3,0.084,0.25
Current,A,3300,5,0.11,0.25
Current,A,8000,5,0.1094,0.25
Current,A,4900,4,0.2,0.25
Current,A,3000,7,0.1225,0.25
Current,A,12800,6,0.14,0.25
Current,A,10000,3,0.169,0.25
Current,A,5000,7,0.12,0.25
Current,A,15000,2,0.169,0.25
Current,AA,5000,1,0.086,0.25
Current,AA,16000,3,0.147,0.25
Current,AA,25000,3,0.1675,0.25
Current,B,5000,2,0.15,0.25
Current,B,10000,6,0.1575,0.25
Current,B,5700,1,0.117,0.25
Current,B,5000,7,0.115,0.25
Current,B,21000,5,0.155,0.25
Current,B,10000,4,0.1249,0.25
Current,B,17500,2,0.1593,0.25
Current,B,9500,3,0.1325,0.25
Current,B,3050,2,0.185,0.25
Current,B,25000,2,0.225,0.25
Current,B,6000,1,0.114,0.25
Current,C,7000,1,0.21,0.25
Current,C,7000,1,0.139,0.25
Current,C,10000,1,0.155,0.25
Current,C,5000,2,0.21,0.25
Current,C,5000,2,0.16,0.25
Current,C,3000,3,0.15,0.25
Current,C,7500,3,0.146,0.25
Current,C,4615,1,0.1545,0.25
Current,C,13000,4,0.1725,0.25
Current,C,5000,5,0.2,0.25
Current,C,10000,2,0.17,0.25
Current,C,6000,5,0.133,0.25
Current,C,3000,8,0.17,0.25
Current,C,7500,4,0.1444,0.25
Current,C,5000,4,0.21,0.25
Current,C,2500,7,0.137,0.25
Current,C,5000,6,0.14,0.25
Current,D,7500,1,0.23,0.25
Current,D,6000,3,0.29,0.25
Current,D,3500,5,0.195,0.25
Current,D,3000,8,0.23,0.25
Current,D,3250,5,0.162,0.25
Current,D,2500,2,0.15,0.25
Current,D,10001,1,0.26,0.25
Current,D,1000,1,0.2,0.25
Current,D,5000,1,0.25,0.25
Current,D,5000,1,0.1685,0.25
Current,E,1700,1,0.2295,0.25
Current,E,1600,6,0.22,0.25
Current,E,4600,4,0.15,0.25
Current,E,3500,2,0.29,0.25
Current,E,3000,1,0.195,0.25
Current,E,1200,1,0.24,0.25
Current,E,3500,5,0.29,0.25
Current,E,2295,2,0.1939,0.25
Current,E,4500,7,0.2875,0.25
Current,E,3001,4,0.255,0.25
Current,E,2000,4,0.24,0.25
Current,E,5000,5,0.282,0.25
Current,E,2500,5,0.28,0.25
Current,E,2600,7,0.2875,0.25
Current,E,2000,3,0.253,0.25
Current,E,3000,8,0.2375,0.25
Current,E,6500,4,0.29,0.25
Current,E,5000,1,0.29,0.25
Current,E,1250,3,0.2,0.25
Current,E,1000,5,0.27,0.25
Current,E,3500,5,0.29,0.25
Current,E,6350,1,0.29,0.25
Current,E,3001,6,0.2725,0.25
Current,E,4000,5,0.29,0.25
Current,E,3001,6,0.2875,0.25
Current,E,4500,7,0.165,0.25
Current,HR,3500,5,0.29,0.25
Current,HR,1000,3,0.15,0.25
Current,HR,6000,4,0.29,0.25
Current,HR,3500,3,0.25,0.25
Current,HR,1000,3,0.27,0.25
Current,HR,1000,1,0.2298,0.25
Current,HR,1000,2,0.15,0.25
Current,HR,2499,2,0.29,0.25
Current,HR,1000,1,0.225,0.25
Current,HR,1350,1,0.27,0.25
Current,HR,2500,1,0.2699,0.25
Late,HR,1500,3,0.11,0.25
Late,A,3500,5,0.111,0.25
Current,E,3001,9,0.3575,0.252
Current,A,10000,9,0.15,0.254
Current,D,10000,9,0.225,0.254
Current,D,1500,8,0.185,0.257
Current,C,3000,9,0.2375,0.258
Current,A,4500,5,0.14,0.26
Current,A,7000,7,0.14,0.26
Current,A,20000,6,0.127,0.26
Current,A,3500,3,0.1012,0.26
Current,AA,17500,1,0.1043,0.26
Current,AA,10000,2,0.1475,0.26
Current,AA,4275,3,0.09,0.26
Current,AA,1200,5,0.09,0.26
Current,AA,15000,4,0.1312,0.26
Current,B,10200,7,0.21,0.26
Current,B,7000,2,0.135,0.26
Current,B,10000,3,0.15,0.26
Current,B,20000,3,0.164,0.26
Current,B,3350,1,0.1085,0.26
Current,B,5000,3,0.1399,0.26
Current,B,7500,1,0.135,0.26
Current,B,3001,2,0.14,0.26
Current,C,3000,1,0.17,0.26
Current,C,10000,3,0.1775,0.26
Current,C,14000,1,0.22,0.26
Current,C,5000,2,0.135,0.26
Current,C,6000,2,0.17,0.26
Current,C,1000,3,0.105,0.26
Current,C,7000,4,0.188,0.26
Current,C,10500,5,0.1925,0.26
Current,C,5500,5,0.149,0.26
Current,C,6000,5,0.15,0.26
Current,C,2000,4,0.13,0.26
Current,D,5000,3,0.222,0.26
Current,D,2500,4,0.23,0.26
Current,D,4000,4,0.1789,0.26
Current,D,3000,8,0.2375,0.26
Current,D,7000,7,0.19,0.26
Current,D,11500,3,0.1999,0.26
Current,D,5000,3,0.1561,0.26
Current,D,2500,3,0.29,0.26
Current,D,3001,5,0.2489,0.26
Current,D,3000,1,0.16,0.26
Current,D,3000,3,0.1615,0.26
Current,D,6000,3,0.2294,0.26
Current,D,5000,2,0.17,0.26
Current,D,4000,1,0.187,0.26
Current,D,3000,8,0.1775,0.26
Current,D,4500,1,0.2,0.26
Current,D,3000,2,0.22,0.26
Current,D,2500,1,0.17,0.26
Current,D,1600,1,0.16,0.26
Current,E,1000,1,0.19,0.26
Current,E,2500,1,0.29,0.26
Current,E,7500,3,0.2134,0.26
Current,E,2600,7,0.1725,0.26
Current,E,1500,1,0.29,0.26
Current,E,1000,1,0.26,0.26
Current,E,3531,1,0.2395,0.26
Current,E,5000,5,0.29,0.26
Current,E,4000,1,0.18,0.26
Current,E,2550,4,0.29,0.26
Current,E,4000,5,0.23,0.26
Current,E,2300,6,0.28,0.26
Current,E,3000,7,0.2375,0.26
Current,E,1800,7,0.2265,0.26
Current,E,3500,5,0.29,0.26
Current,E,5000,7,0.28,0.26
Current,E,2550,1,0.225,0.26
Current,HR,2500,2,0.17,0.26
Current,HR,6000,4,0.0925,0.26
Current,HR,2500,2,0.28,0.26
Current,HR,1000,6,0.29,0.26
Current,HR,3000,4,0.29,0.26
Current,HR,1525,2,0.2,0.26
Current,HR,6000,1,0.28,0.26
Current,HR,6000,3,0.19,0.26
Current,HR,4000,3,0.29,0.26
Current,HR,3500,3,0.18,0.26
Current,HR,2550,2,0.29,0.26
Current,HR,1050,2,0.23,0.26
Current,HR,2550,1,0.25,0.26
Current,HR,5000,1,0.289,0.26
Current,HR,3225,6,0.28,0.26
Late,D,3001,5,0.285,0.26
Late,E,2550,6,0.25,0.26
Current,C,6500,11,0.13,0.261
Current,HR,4000,9,0.2375,0.262
Current,D,3000,10,0.23,0.263
Current,C,13000,9,0.21,0.266
Late,C,6000,10,0.155,0.267
Current,A,5000,1,0.11,0.27
Current,A,5000,4,0.1089,0.27
Current,A,15000,6,0.1225,0.27
Current,A,4600,4,0.12,0.27
Current,A,10000,3,0.13,0.27
Current,A,5000,2,0.1055,0.27
Current,AA,5000,1,0.0873,0.27
Current,AA,1000,2,0.08,0.27
Current,AA,12000,5,0.2,0.27
Current,AA,4000,7,0.11,0.27
Current,B,18300,3,0.1725,0.27
Current,B,15000,1,0.144,0.27
Current,B,4000,5,0.12,0.27
Current,B,15000,2,0.15,0.27
Current,B,1000,6,0.1,0.27
Current,B,25000,2,0.1724,0.27
Current,B,8000,4,0.128,0.27
Current,B,12000,1,0.13,0.27
Current,C,1500,7,0.183,0.27
Current,C,3600,1,0.13,0.27
Current,C,1000,1,0.1155,0.27
Current,C,8000,2,0.17,0.27
Current,C,3000,3,0.16,0.27
Current,C,14000,1,0.23,0.27
Current,C,7000,1,0.1775,0.27
Current,C,5000,2,0.1366,0.27
Current,C,11000,2,0.2,0.27
Current,C,4500,2,0.1544,0.27
Current,C,3000,4,0.155,0.27
Current,C,25000,5,0.29,0.27
Current,C,10000,2,0.1695,0.27
Current,C,3500,4,0.145,0.27
Current,C,3500,3,0.19,0.27
Current,C,5000,8,0.27,0.27
Current,C,8000,5,0.1761,0.27
Current,C,3000,6,0.1575,0.27
Current,C,7400,5,0.17,0.27
Current,C,20000,5,0.2144,0.27
Current,C,7500,2,0.185,0.27
Current,C,9000,4,0.1475,0.27
Current,D,5000,5,0.222,0.27
Current,D,4100,4,0.1721,0.27
Current,D,4250,7,0.207,0.27
Current,D,3250,5,0.2,0.27
Current,D,3000,1,0.205,0.27
Current,D,5000,2,0.188,0.27
Current,D,7000,2,0.219,0.27
Current,D,1500,2,0.2,0.27
Current,D,1500,6,0.1775,0.27
Current,D,6000,3,0.2014,0.27
Current,E,2500,4,0.2815,0.27
Current,E,3000,1,0.2205,0.27
Current,E,2500,1,0.23,0.27
Current,E,2100,1,0.26,0.27
Current,E,1800,1,0.185,0.27
Current,E,3000,5,0.29,0.27
Current,E,5000,6,0.29,0.27
Current,E,3001,8,0.2375,0.27
Current,E,4000,1,0.15,0.27
Current,E,10000,7,0.26,0.27
Current,E,5000,5,0.29,0.27
Current,E,6500,5,0.29,0.27
Current,E,6000,7,0.2875,0.27
Current,E,5000,6,0.2075,0.27
Current,E,1500,6,0.27,0.27
Current,HR,5000,4,0.278,0.27
Current,HR,1500,4,0.219,0.27
Current,HR,1000,2,0.17,0.27
Current,HR,2000,8,0.2374,0.27
Current,HR,5000,1,0.2,0.27
Current,HR,1025,3,0.1625,0.27
Late,E,2550,7,0.2875,0.27
Late,HR,2550,4,0.29,0.27
Default,HR,2000,10,0.35,0.271
Current,A,10000,10,0.0997,0.274
Current,AA,2550,9,0.095,0.275
Current,B,6000,9,0.1505,0.275
Current,C,3500,9,0.22,0.278
Current,A,5000,8,0.119,0.28
Current,A,25000,5,0.1425,0.28
Current,A,6300,6,0.135,0.28
Current,A,20000,3,0.13,0.28
Current,A,19000,2,0.1425,0.28
Current,AA,4000,2,0.0925,0.28
Current,AA,15000,7,0.1498,0.28
Current,AA,15000,6,0.1065,0.28
Current,B,3000,5,0.2,0.28
Current,B,7000,7,0.2075,0.28
Current,B,5000,6,0.139,0.28
Current,B,6500,8,0.1825,0.28
