Company Name,Industry Name,SIC,Exchange,Country,Stock Price,% Chg in last year,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Affinity Tech Group,Electronics,3670,NDQ,US,0.08,-0.11,83769,42.1,3.8,1.2,5,4.9,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,12.67,NA,NA,NA,NA,16.33,NA,NA,NA,NA,0,0.88,0.45,0.69,1.47,0.4,0.12,NA,-0.69,NA,1.46,-2,-1.94,-0.4,0.1,-0.4,0.4,-0.6,-0.58,-0.58,-0.58,-0.98,0,-1.33,0.02,NA,1,0,0,0.7,0,-0.6,0,0,0,0.32,0.24,NA,0,NA,0.12
Affirmative Ins. Hldgs,Insurance (Prop/Cas.),6330,NDQ,Foreign,14.59,-0.01,52783,16.8,213.4,30.9,244.3,218.2,26.1,NA,NA,8.75,8.34,1.59,9.18,0.77,1.04,NA,NA,NA,1.04,1.03,NA,NA,NA,0.11,NA,0,0,0,0.19,0,3.4,NA,0.06,NA,0.12,NA,NA,NA,210.1,520.9,0,0,24.4,NA,NA,NA,NA,0.37,NA,0.11,NA,0.05,3.4,0,215.3,0,25.6,1.34,0.16,0.01,0.14,0.13,0.13,0.01,NA,0.56
Affordable Telecommunications,Telecom. Services,4810,NDQ,US,0.02,0,20000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0
Affymetrix Inc.,Medical Supplies,8060,NDQ,US,47.75,0,5225948,61.6,3120.6,120,3240.6,3034.9,205.7,346,364.8,65.56,NA,1.06,45.05,2.19,12.52,9.02,35.51,27.3,18.56,8.78,8.77,8.32,NA,0.3,0.1,0.11,0.41,1.7,0.28,0.45,-2.69,0.18,0,-0.03,0.19,0.49,0.14,0.25,163.5,499.8,20.4,1.11,47.6,85.46,79.88,111.16,82.57,0.07,0.06,0.06,0.56,0.41,21.9,25.7,191.3,364.8,0,0,0.17,0.13,0.04,0.04,0.33,0,0.03,0.92
Aflac Inc.,Insurance (Life),6310,NYS,US,46.49,-0.01,824800,503.6,23479.9,1141,24620.9,20807.9,3813,NA,NA,19.8,19.8,2.81,16.54,1.41,3.1,NA,NA,NA,4.25,2.83,NA,NA,0.19,0.14,NA,0,0.22,0.9,0.17,0.16,21,0.28,0.19,NA,0.16,NA,NA,NA,4901,59326,0,0,1186,NA,NA,NA,NA,0.35,NA,0.15,NA,0.06,21,0,0,0,1186,221.58,0,0.01,0.05,0.05,0.13,0.01,0.18,0.58
AFP Imaging,Medical Services,8000,NDQ,US,1.73,0.01,7750,9.4,16.2,0.7,16.9,16.6,0.3,23.1,23.6,8.53,8.53,NA,NA,NA,3.45,0.7,10.57,9.37,3.25,3.13,0.72,0.7,NA,NA,NA,0.15,-1.02,0,0.52,0.78,0.1,-0.26,0,0.06,0.4,0.31,0.08,0.07,5.1,8.2,4.7,0.1,1.9,1.57,1.57,1.77,1.47,0,0.2,0.02,0.01,0.04,0.2,0.2,7.6,23.6,1.9,0,0,0.05,0.04,0.04,0.13,0,NA,0
Aftermarket Tech,Auto Parts,3716,NDQ,US,19.44,0,90143,21.3,422.9,109.8,532.7,514.6,18.1,395.6,427.2,15.78,14.19,1.44,13.5,2.37,2.27,1.07,8.25,6.91,1.85,1.8,1.3,1.2,0.16,0.07,NA,0.23,0.53,1,0.23,0.34,6.63,0.31,0,0.17,0.14,0.14,0.07,0.16,278.1,390,95.5,7.63,26.8,62.35,40.01,74.45,33.39,0.36,0.24,0.03,0.04,0.05,11.1,12.1,51.6,427.2,29.8,0,0.38,0.14,0.26,0.21,0.37,0,NA,1
AFV Solutions Inc,Industrial Services,7300,NDQ,Foreign,2.4,-0.14,17150,20.1,56.3,0.4,56.7,56.7,0,0.1,0.1,NA,NA,NA,NA,NA,563,563,NA,NA,113.4,113.4,567,567,NA,NA,NA,0.46,0,0,0.68,0,0.1,NA,NA,-0.81,-2,-0.25,-2,-1.23,0.5,0.6,0,0,-0.2,-0.12,-0.12,-0.12,-0.22,0,0,0,0,0,0.1,0,0.2,0.1,0,0,0,0.83,0.01,0.01,0.8,0,NA,0
AGCO Corp.,Machinery,3500,NYS,US,16.59,0,426600,90.4,1524.2,1158.6,2682.8,2357.2,325.6,5273.3,5581.8,9.59,9.7,1.96,8.46,0.38,1.07,0.29,5.57,4.5,1.05,1.04,0.45,0.42,-0.03,0.25,0.09,0.26,0.6,1.05,0.2,0.35,20.82,0.34,0,0.08,0.11,0.12,0.03,0.08,2255.4,4297.3,726.8,42.52,158.9,423.45,260.86,523.55,240.04,0.38,0.14,0.12,0.06,0.08,78.4,100.1,613.5,5581.8,157.1,0,0.23,0.14,0.76,0.43,0.45,0,0.01,0
Agile Software Corp,Internet,7370,NDQ,US,5.98,-0.01,281014,53.6,333.3,0.8,334.1,158.9,175.2,117,128.2,NA,NA,NA,NA,NA,1.28,2.85,196.83,17.45,1.84,1.28,1.36,1.24,NA,0.15,NA,0.19,1.65,1.7,0.18,0.4,-6.2,0.82,NA,-7.67,-0.03,0.01,-0.06,0.01,86.5,321,-19.8,-1.9,-7.2,0.81,0.81,9.11,7,0,-0.17,0.52,1.37,0.55,4,8.3,83.3,128.2,-11.4,0,0.25,0.03,0,0,0,0,NA,0.87
Agilent Technologies,Precision Instrument,3800,NYS,US,33.31,0,1974600,486.8,16746.6,1150,17896.6,15581.6,2315,7181,6441,47.98,43.95,1.4,23.79,NA,4.69,2.33,21.83,15.49,6.48,3.79,2.17,2.42,NA,NA,0.07,0.16,2.1,1.6,0.28,0.6,-214.29,0.7,0,-0.38,0.1,0.24,0.05,0.1,2404,7056,391,-40.29,349,713.79,566.17,1005.79,780.46,0.21,0.05,0.13,0.36,0.33,118,292,2701,6441,381,0,0.06,0.18,0.07,0.06,0.24,0,0.02,0.76
Agilysys Inc.,Electronics,3670,NDQ,US,18.22,-0.02,89642,28.8,556.8,59.6,616.4,374.5,241.9,1622.9,1646.2,21.5,21.5,0.98,18.59,0.7,1.67,0.34,6.87,5.66,2.49,1.57,0.23,0.23,-0.2,0.31,0.1,0.29,0,1.1,0.22,0,-10.62,NA,0.13,-0.31,0.08,0.22,0.02,0.03,150.2,815.2,-70.7,-1.02,25.9,54.53,33.76,66.13,44.37,0.38,-0.04,0.39,0.15,0.3,2,11.6,164.5,1646.2,25.9,3.46,0.22,0.04,0.11,0.1,0.15,0.01,0.08,0.9
AGL Resources,Natural Gas (Distrib.),4920,NYS,US,34.83,0,210600,76.7,2697.4,1957,4654.4,4605.4,49,1832,2230,17.63,17.63,2.58,13.5,3.53,1.95,1.47,9.99,8.22,1.4,1.39,2.51,2.07,0.11,0.05,0.13,0.57,0.46,0.9,0.1,0.12,222.57,0.75,0.74,0.77,0.11,0.09,0.08,0.25,3293,5640,265,57.57,153,460.93,290.22,559.93,67.65,0.37,0.14,0.01,0.02,0.01,264,99,377,2230,153,113.52,0.07,0.56,0.73,0.42,0.59,0.04,0.01,0.64
Agnico-Eagle Mines,Precious Metals,1041,NYS,Foreign,19.78,0,575400,86.1,1681,141.5,1822.5,1724.7,97.8,188,215.5,38.56,38.56,0.45,43.96,1.54,3.58,8.94,21.19,16.71,3.36,2.98,9.17,8,NA,0.25,0.11,0.46,-1.28,0.4,0.29,0.42,43.11,-0.61,0.06,0.61,0.09,0.14,0.23,0.43,513.9,718.2,79.4,11.61,43.6,81.4,71.14,103.2,28.02,0.13,0.42,0.05,0.45,0.14,53.3,21.8,6.9,215.5,43.6,2.58,0,0.59,0.08,0.08,0.23,0,0.01,0.49
Agricore United,Food Processing,2000,TSE,Foreign,6.9,0,48629,45.3,373.8,594.3,968.1,914.2,53.9,2726.6,3199.4,NA,59.33,NA,NA,NA,0.68,0.14,9.09,5.28,0.8,0.83,0.34,0.29,NA,NA,NA,3.51,0.64,0,NA,0.42,13.08,0.3,NA,0.13,-0.03,0.09,-0.01,0.04,1136.9,1592,325.7,56.48,-15.1,100.61,100.61,173.21,87.53,0,0.12,0.06,0.02,0.03,29.2,72.6,308.3,3199.4,6.3,0,0.03,0.43,1.59,0.61,0.51,0,NA,0
Agrium Inc.,Chemical (Specialty),2820,NYS,Foreign,22.06,0,180400,132,2893.4,600,3493.4,3068.4,425,2838,3335,12.92,12.92,2.29,9.63,0.5,3.03,1.02,5.21,4.12,2.08,2.02,1.08,0.92,-0.05,0.26,0.08,0.09,0.96,0.85,0.26,0.28,-0.62,0.69,0.06,0,0.2,0.27,0.08,0.21,1473,2656,419,73.38,224,588.89,393.76,744.89,394.39,0.33,0.15,0.12,0.13,0.16,82,156,330,3335,224,14.52,0,0.47,0.21,0.17,0.35,0,0.08,0.66
Agronix Inc.,Environmental,4953,NDQ,Foreign,0.04,0,33800,38.2,1.7,0.1,1.8,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.21,0,0.84,1.69,0,-0.02,NA,NA,NA,NA,NA,NA,-0.3,0.2,-0.2,0,-1.5,NA,NA,NA,NA,0,NA,0,NA,0,0,0,1.4,0,-0.9,0,0,0,0.06,0.06,NA,0,NA,0
Ahold ADR,Grocery,5400,NYS,Foreign,7.52,0,464100,1552.6,11660,13120,24780,20605,4175,67308.8,NA,NA,NA,0.46,16.35,NA,1.92,0.17,7.12,4.35,1.37,1.29,0.31,NA,NA,NA,-0.07,-0.39,2.45,1.2,0.16,0.66,73.7,0.74,NA,0.03,0,0.19,0,0.04,15008.8,29248.8,-221.2,221.2,-28.8,2894.28,2894.28,4738.08,2820.58,0,0,0.17,NA,0.14,1696.3,1843.8,13021.3,0,0,0,0.13,0.4,1.13,0.53,0.68,0,NA,0.06
AHPC Holdings Inc,Medical Supplies,8060,NDQ,Foreign,3.56,0.11,29871,1.2,3.6,0.8,4.4,4.4,0,26.6,26.6,NA,NA,NA,NA,NA,1.09,0.14,NA,NA,1.07,1.07,0.17,0.17,NA,NA,NA,-0.39,0,0.65,0.46,0,-0.3,NA,NA,0.28,-0.36,-0.26,-0.05,-0.04,4.1,7.7,4,0,-1.2,-1.08,-1.08,-0.78,-0.78,0,0.15,0,0,0,0,0.3,7.7,26.6,-1.2,0,0,0.04,0.22,0.18,0.2,0,NA,0.04
Air Brook Airport Express Inc,Industrial Services,7300,OTC,US,0.07,0,2500,2.4,0.2,0,0.2,0.2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,2,2.49,2.49,NA,NA,2,2,NA,NA,NA,0.01,0,0.15,NA,0,0,NA,NA,0,NA,-0.16,0,0.8,-0.5,0,-0.5,0,0,0.08,0.08,0.08,0.08,0,-5,0,0,NA,0,0,0,0.1,0,0,NA,NA,0,0,NA,0,NA,0
Air Methods Corp,Medical Services,8000,NDQ,US,17.3,0,122639,11,191.8,84.5,276.3,273.7,2.6,273.1,315,59.94,23.68,NA,NA,5.99,2.62,0.7,11.75,7.98,1.77,1.75,1,0.87,0.22,0.1,NA,0.11,0.22,1,0.47,0.36,12.97,0.12,0,0.92,0.04,0.09,0.01,0.09,155,204.7,57.8,8.87,3.2,23.3,14.08,34.3,1.12,0.4,0.21,0.01,0.01,0.01,15.1,11,71.5,315,8.1,0,0.03,0.47,0.44,0.31,0.54,0,NA,0.39
Air Products & Chem.,Chemical (Diversified),2813,NYS,US,59.18,-0.01,314700,225.8,13440.5,2508.3,15948.8,15802.5,146.3,7411.4,8144.7,22.25,21.03,3.45,17.15,1.39,3.02,1.81,10.09,6.93,2.32,2.29,2.13,1.94,0.03,0.16,0.1,0.15,0.72,0.95,0.11,0.18,85.55,0.82,0.48,0.07,0.14,0.17,0.08,0.21,6806,10040.4,959.7,94.95,604.1,1566.77,1149.77,2281.67,1064.22,0.27,0.13,0.01,0.02,0.01,705.5,714.9,969.4,8144.7,639.1,289.02,0.08,0.57,0.19,0.16,0.36,0.02,0.01,0.86
Air T Inc,Air Transport,4510,NDQ,US,10.76,-0.04,81025,2.7,31,1.2,32.2,27.9,4.3,70,72.1,14.76,18.24,NA,NA,NA,2.37,0.44,6.8,5.93,2.79,2.25,0.4,0.39,0.1,NA,NA,0.26,0.9,0.4,0.41,1.19,-0.01,0.15,0,0,0.16,0.25,0.03,0.06,10,24.1,6.3,0.19,2.1,4.1,2.51,4.7,2.52,0.39,0.09,0.13,0.06,0.18,0.4,0.6,8.4,72.1,1.7,0,0,0.13,0.04,0.04,0.08,0,NA,0.13
Airgas Inc.,Chemical (Specialty),2820,NYS,US,32.89,-0.01,289600,77.8,2570.2,808.5,3378.7,3346.1,32.6,2411.4,2558.1,27.94,27.94,1.63,20.18,1.86,3.16,1.07,10.62,7.84,2.1,2.08,1.39,1.31,0.15,0.15,0.1,0.2,1.33,1,0.23,0.29,62.93,0.92,0.2,0.32,0.11,0.13,0.04,0.13,1590.1,2291.9,107.3,6.53,92,314.93,199.1,426.53,136.18,0.37,0.04,0.01,0.01,0.01,168,111.6,917.5,2558.1,92,18.67,0.23,0.55,0.31,0.24,0.5,0.01,0.15,0.8
Airnet Communications Corp,Telecom. Equipment,4811,NDQ,US,0.99,-0.01,89580,12.5,12.5,0,12.5,6.5,6,20.6,22.1,NA,NA,NA,NA,NA,0.6,0.61,NA,NA,0.44,0.6,0.32,0.29,NA,NA,NA,-0.49,0,1.35,0.62,0,-1.68,NA,NA,0.11,-1.25,-1.06,-1.27,-0.77,14.9,29,9.9,0.72,-26.2,-15.79,-15.79,-12.89,-14.11,0,0.48,0.48,0.27,0.21,0.5,2.9,24.7,22.1,-19.6,0,0,0.13,0,0,0,0,NA,0.02
AirNet Systems Inc,Air Transport,4510,NYS,US,3.41,-0.01,14800,10.1,35,62.3,97.3,93.4,3.9,174.9,196.3,NA,18.42,NA,NA,NA,0.69,0.2,3.6,2.06,0.86,0.86,0.53,0.48,-0.36,NA,NA,0.16,0.74,0.65,0.26,0.56,32.87,0.26,NA,3.17,-0.07,0.1,-0.02,0.15,108.9,137.5,9.6,1.17,-3.6,25.94,10.38,45.44,-22.5,0.6,0.05,0.04,0.02,0.03,51.2,19.5,28,196.3,1.9,0,0,0.78,1.78,0.64,0.55,0,NA,0.57
Airspan Networks Inc,Telecom. Equipment,4811,NDQ,Foreign,5.69,0.01,210733,37.6,227.4,0,227.4,161.1,66.3,94.6,110.5,NA,NA,-0.32,NA,NA,3.11,2.4,NA,NA,23.35,3.11,1.7,1.46,NA,0.25,NA,1.91,3.78,1.2,0.22,0.81,-0.43,0.93,NA,0.04,-0.14,-1.6,-0.11,-0.12,6.9,115.2,-0.8,-0.13,-10,-11.07,-11.07,-8.57,-10.63,0,-0.01,0.29,0.6,0.58,2.2,2.5,41.4,110.5,-8.4,0,0.02,0.03,0,0,0,0,NA,0.26
AirTran Hldgs. Inc.,Air Transport,4510,NYS,US,15.98,0,1158800,86.6,1382.2,313.9,1696.1,1361.6,334.5,1041.4,1320,112.37,321.44,0.36,44.4,9.36,4.14,1.33,9.93,8.89,4.34,2.62,1.31,1.03,NA,0.12,0.16,0.1,0.64,1.65,0.39,0.63,-0.73,0.2,0,-0.01,0.04,0.27,0.01,0.13,313.4,905.7,-116,-31.03,12.3,137.15,83.94,153.15,84.68,0.39,-0.11,0.2,0.25,0.37,46.3,16,78.5,1320,4.3,0,0.03,0.35,0.23,0.19,0.48,0,0.05,0.94
Airtrax Inc,Machinery,3500,NDQ,US,2.3,-0.02,49986,15.1,52.9,0,52.9,52.3,0.6,NA,0.2,NA,NA,NA,NA,NA,58.78,NA,NA,NA,16.87,23,NA,261.5,NA,NA,NA,0,2.01,0.25,0.44,1.01,-0.1,0.4,NA,NA,-1,NA,NA,NA,3.1,4.6,-1.2,0,-2.3,NA,NA,NA,NA,0,NA,0.01,3,0.13,0,0.1,2.4,0.2,-3.2,0,0.02,0.02,0,0,0,0,NA,0.01
AK Steel Holding,Steel (Integrated),3312,NYS,US,7.94,0.01,1445200,109.2,874.1,1109.7,1983.8,1606.7,377.1,5217.3,5648.2,5.98,5.98,0.87,9.13,NA,4.43,0.17,3.51,2.42,1.73,1.52,0.31,0.28,NA,NA,0.05,0.28,2.4,1.45,0.49,0.85,-26.21,0.57,0,-0.06,0.74,0.49,0.03,0.09,930,5452.7,983,81.19,146.2,457.56,457.56,663.76,483.77,0,0.19,0.19,0.07,0.07,98.8,206.2,206.4,5648.2,146.2,0,0.02,0.43,1.27,0.56,0.85,0,0.01,0.85
Akamai Technologies,Internet,7370,NDQ,US,19.93,0,772414,126.8,2834.9,256.8,3091.7,3021.1,70.6,210,258,73.06,8.95,0.5,39.86,2.77,NA,13.5,44.58,34.9,50.1,NA,14.39,11.71,NA,0.26,NA,0.25,4.47,2.3,0.35,1.09,-8.44,0.82,0,-0.13,NA,1.04,0.18,0.32,60.3,182.7,-8.5,-1.94,38.8,67.77,62.69,86.57,71.13,0.07,-0.04,0.02,0.27,0.39,12.3,18.8,114.8,258,316.6,0,0.03,0.14,0.09,0.08,NA,0,NA,0.56
Akesis Pharmaceuticals Inc,Recreation,7900,NDQ,Foreign,2,0,350,0.6,27.1,0.3,27.4,27.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.65,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,-0.1,0,-0.1,0,-0.1,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0.1,0,-3.1,0,NA,NA,0.01,0.01,NA,0,NA,0
Akorn Inc.,Medical Supplies,8060,AMS,US,4.57,0.04,347100,25.1,116.4,10.4,126.8,122.7,4.1,50.7,46.4,NA,NA,-0.08,NA,NA,13.86,2.3,33.11,15.72,1.33,2.2,2.42,2.64,NA,NA,NA,-0.12,-0.04,1.15,0.38,1.16,-4.31,-0.01,NA,-1.16,-0.06,0.04,-0.06,0.07,92.5,66.9,10.7,-0.91,-3,3.71,3.71,7.81,8.01,0,0.21,0.03,0.09,0.06,0.7,4.1,13.3,46.4,-6.8,0,0.17,0.48,0.09,0.08,0.18,0,NA,0.24
Aksys Ltd,Drug,2834,NDQ,US,0.65,0.05,84087,29.9,20.4,17,37.4,12.9,24.5,2.4,2.5,NA,NA,NA,NA,NA,0.66,8.5,NA,NA,0.55,0.78,5.38,5.16,NA,NA,NA,0.62,1.35,0.8,0.84,0.69,2.18,0.39,NA,-0.08,-0.89,-1.11,-11.54,-10.88,23.5,52.9,11.6,0.48,-27.7,-26.11,-26.11,-25.31,-28.29,0,4.83,0.66,9.8,0.46,2.5,0.8,18.9,2.5,-34.7,0,0,0.07,0.83,0.45,0.35,0,NA,0.09
Alabama Natl BanCorporation,Bank,6000,NDQ,US,64.76,-0.01,25923,17,1126.4,393.7,1520.1,1365.1,155,NA,NA,20.63,17.55,3.79,17.09,1.88,2.13,NA,NA,NA,1.78,1.65,NA,NA,0.14,0.11,NA,0,0.34,0.75,0.12,0.18,0,0.38,0.42,NA,0.1,NA,NA,NA,768.2,5315.9,0,0,54.6,NA,NA,NA,NA,0.34,NA,0.1,NA,0.03,0,0,46.3,0,64.2,22.95,0.03,0,0.35,0.26,0.43,0.02,NA,0.34
Aladdin Knowledge,Computer Software/Svcs,3579,NDQ,Foreign,17.22,0.01,77372,12.3,208.3,0,208.3,182.4,25.9,69.1,78.8,23.67,18.77,0.97,17.75,1.14,3.9,3.01,15.33,13.03,6.63,3.9,2.64,2.31,-0.29,0.21,NA,0.17,1.42,1.05,0.24,0.7,0.28,0.41,0,0.03,0.16,0.39,0.13,0.17,27.5,70.9,8.4,1.18,8.8,11.9,10.73,14,10.45,0.1,0.12,0.12,0.33,0.37,1.2,2.1,45.5,78.8,11.1,0,0.14,0.03,0,0,0,0,NA,0.52
Alamo Group,Machinery,3500,NYS,US,20.51,-0.04,6600,9.7,211.4,21.4,232.8,230.2,2.6,342.2,370.2,15.78,15.89,NA,NA,NA,1.31,0.62,7.94,6.52,1.28,1.28,0.67,0.62,-0.03,NA,NA,0.22,0.74,0.55,0.24,0.29,9.1,0.51,0.17,0.48,0.08,0.11,0.04,0.08,179.6,231.7,113.6,9.3,13.4,28.98,18.86,35.28,9.77,0.35,0.33,0.01,0.01,0.01,6.1,6.3,52.5,370.2,13.3,2.33,0.1,0.19,0.1,0.09,0.12,0.01,NA,0.59
Alamogordo Finl Corp,Thrift,6120,OTC,US,33,-0.03,400,1.3,44.2,0,44.2,31.4,12.8,NA,NA,63.14,63.14,NA,NA,NA,1.57,NA,NA,NA,2.05,1.57,NA,NA,NA,NA,NA,0,0,0.45,NA,0,0,NA,1.41,NA,0.02,NA,NA,NA,15.3,157,0,0,0.7,NA,NA,NA,NA,0.37,NA,0.29,NA,0.08,0,0,4.6,0,0.7,0.99,0,0.05,0,0,0,0.02,NA,0
Alamosa Hldgs Inc,Wireless Networking,7380,NDQ,US,18.61,0,14410155,114.9,3029.2,740,3769.2,3588.9,180.3,803.1,1178.3,NA,841.44,0.01,1861,NA,28.93,3.77,19.93,12.6,3.64,3.75,4.47,3.05,NA,0.2,NA,0.06,0,1.3,0.28,0,-42.06,NA,NA,-0.23,-0.03,0.18,-0.01,0.22,986.6,1176.1,-45.5,-21.26,-8.6,180.06,180.06,284.86,222.11,0,-0.06,0.05,0.15,0.15,84,104.8,163.6,1178.3,3.6,0,0.35,0.38,0.24,0.2,0.74,0,NA,0.86
Alanco Technologies Inc.,Computer Software/Svcs,3579,NDQ,US,0.56,-0.07,229992,26.7,17,1.1,18.1,17.4,0.7,7.2,7.2,NA,NA,NA,NA,NA,4.25,2.36,NA,NA,1.38,1.97,2.42,2.42,NA,NA,NA,0.28,0.96,0.8,0.51,0.74,-0.1,0.26,NA,0.03,-0.47,-0.28,-0.53,-0.49,12.6,10.5,2.1,0,-3.8,-3.52,-3.52,-3.22,-3.42,0,0.29,0.04,0.1,0.07,0.2,0.3,6.4,7.2,-3.8,0,0.56,0.03,0.06,0.06,0.12,0,NA,0.01
Alaska Air Group,Air Transport,4510,NYS,US,35.67,-0.01,217800,27.1,977.4,1043,2020.4,1146.5,873.9,2723.8,2901,109.82,109.82,2.63,13.56,NA,1.47,0.36,18.22,5.58,1.37,1.18,0.42,0.4,NA,NA,0.06,0.1,1.94,1.45,0.19,0.38,15.36,1.01,0,0.24,0.01,0.08,0,0.02,833.9,3335,-535.5,-34.84,8.9,62.92,62.92,205.52,47.56,0,-0.2,0.43,0.3,0.26,192.8,142.6,144.9,2901,8.9,0,0.01,0.57,1.07,0.52,0.61,0,0.04,0
Alaska Communications Sys Grp,Telecom. Services,4810,NDQ,US,10.16,-0.01,100409,30.7,428.6,525.9,954.5,868.6,85.9,302.7,319.4,NA,NA,-0.31,NA,NA,NA,1.42,9.51,5.12,2.14,NA,2.87,2.72,NA,NA,NA,-0.11,0.37,0.6,0.21,0.46,-27.68,0.16,NA,-0.3,NA,0.22,-0.13,0.3,406.6,637.1,-12.4,-0.68,-39.3,91.35,91.35,169.75,119.04,0,-0.04,0.09,0.27,0.13,51.4,78.4,0,319.4,-43.3,24.56,0.09,0.65,1.23,0.55,NA,0.08,NA,0.32
Alaska Pacific Bancshares Inc,Thrift,6120,NDQ,US,20,0,2100,0.6,12.5,0,12.5,-6.6,19.1,NA,NA,20.83,20.83,NA,NA,NA,0.82,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,0,0,0.35,0.1,0,0,NA,0.32,NA,0.04,NA,NA,NA,-3.8,164.6,0,0,0.6,NA,NA,NA,NA,0.4,NA,1.53,NA,0.12,0,0,1.5,0,0.6,0.19,0,0.01,0,0,0,0.02,NA,0.11
Albany Int'l 'A',Machinery,3500,NYS,US,36.15,-0.02,65700,36.4,1194.8,229.6,1424.4,1365.4,59,919.8,949.8,22.21,22.21,3.01,12.01,1.35,2.17,1.3,8.73,6.45,1.89,1.83,1.48,1.44,0.06,0.17,0.08,-0.01,0.93,1.1,0.16,0.25,9.04,0.75,0.24,0.08,0.1,0.16,0.06,0.17,721.4,1155.8,191.4,6.24,53.8,156.37,114.13,211.57,105.09,0.27,0.21,0.04,0.06,0.05,58,55.2,210.3,949.8,53.8,13.1,0.16,0.33,0.19,0.16,0.29,0.01,0.06,0.88
Albany Molecular,Drug,2834,NDQ,US,12.15,-0.01,107919,31.9,394.8,54,448.8,315.1,133.7,169.5,187.1,20.25,20.25,0.26,46.73,NA,1.34,2.33,6.99,5.22,1.46,1.28,1.86,1.68,0.17,-0.06,0.04,-0.14,0.34,1.1,0.36,0.39,13.74,0.17,0,0.47,0.07,0.14,0.12,0.27,215.8,376.9,51.4,5.34,19.5,45.05,29.28,60.35,15.55,0.35,0.3,0.3,0.71,0.35,23.7,15.3,46.7,187.1,19.5,0,0.07,0.39,0.14,0.12,0.15,0,0.17,0.66
Albemarle Corp.,Chemical (Diversified),2813,NYS,US,38.38,-0.01,69600,41.9,1814,944.6,2758.6,2712.2,46.4,1513.7,1970.4,23.62,23.62,2.39,16.06,1.82,2.55,1.2,12.3,8.53,1.69,1.67,1.79,1.38,0.02,0.13,0.1,0.34,1.32,0.95,0.11,0.23,72.76,1.14,0.35,0.46,0.11,0.1,0.05,0.15,1609.6,2442.7,372.4,112.36,76.8,220.55,158.61,317.85,85.85,0.28,0.25,0.02,0.02,0.02,57.7,97.3,189,1970.4,76.8,26.82,0.17,0.37,0.52,0.34,0.57,0.02,0.22,0.64
Albermarle First Bank,Bank,6000,NDQ,Foreign,11.8,0,10462,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.19
Alberto Culver,Toiletries/Cosmetics,2844,NYS,US,45.76,-0.01,113500,92,4244.5,124.9,4369.4,4200.9,168.5,3531.2,3531.2,19.27,19.27,2.5,18.3,1.61,2.77,1.2,10.32,8.98,2.82,2.64,1.19,1.19,0.16,0.12,0.08,0.07,0.26,0.65,0.15,0.17,30.5,0.3,0.19,0.12,0.14,0.18,0.06,0.12,1488,2302.1,486,0,220.3,407.15,264.65,467.65,234.15,0.35,0.14,0.04,0.05,0.07,91,60.5,1426.8,3531.2,220.3,42.32,0.3,0.15,0.03,0.03,0.08,0.01,0.17,0.72
